image,label,reason,id,output
75153042-e4f1-4a54-9daf-3eee42188c91-122-0,,显示不同规格和尺寸的选择，例如NB码、S码、L码、XL码等，属于商品分类选项,75153042-e4f1-4a54-9daf-3eee42188c91-122,商品分类选项
aaa83b65-0678-4055-8adf-328a2958bdd6-199-0,,展示了商品的颜色和尺寸选择（紫色、红色，尺寸S、M、L），属于商品分类选项,aaa83b65-0678-4055-8adf-328a2958bdd6-199,商品分类选项
b7a895a8-6ce0-4b39-b73f-a5bbf79ade45-111-0,,主要展示了商品的不同规格选项（如128GB和256GB），属于商品分类选项,b7a895a8-6ce0-4b39-b73f-a5bbf79ade45-111,商品分类选项
badd64cf-6a55-434e-b88c-af5fb8052bc5-174-0,,主要显示了多种商品规格和香味选择，例如「柠檬清香」、「纯白清香」等，让消费者可以选择不同的产品变体，属于商品分类选项,badd64cf-6a55-434e-b88c-af5fb8052bc5-174,商品分类选项
c21c9ce3-ed62-4fda-91eb-3e5b096eb759-141-0,,显示了购买商品时的颜色和规格选择（如内存大小），属于商品分类选项,c21c9ce3-ed62-4fda-91eb-3e5b096eb759-141,商品分类选项
c233e0e3-892d-4551-8699-48e4730a8a87-129-0,,展示了不同的商品款式和规格选项，如颜色、型号（如AP77车手花）、尺寸（如2XL）等，属于商品分类选项,c233e0e3-892d-4551-8699-48e4730a8a87-129,商品分类选项
d1dfd94f-7dc0-4c5c-a818-92f958d76040-195-0,,显示了不同的商品规格和颜色选择，例如处理器型号、记忆体和显示卡配置等，属于商品分类选项,d1dfd94f-7dc0-4c5c-a818-92f958d76040-195,商品分类选项
d9d229c6-6678-44a9-b422-b548f5011abb-188-0,,显示了不同的商品颜色的选择，属于商品分类选项,d9d229c6-6678-44a9-b422-b548f5011abb-188,商品分类选项
dd796d26-741e-4d2c-bf53-456aa6e42645-136-0,,显示了商品规格选择，属于商品分类选项,dd796d26-741e-4d2c-bf53-456aa6e42645-136,商品分类选项
e66c592f-10bf-4d02-a75f-b456c80dd9b5-153-0,,显示了商品的颜色和规格选项（如存储容量），属于商品分类选项,e66c592f-10bf-4d02-a75f-b456c80dd9b5-153,商品分类选项
e71de6e6-929e-46f5-9984-bee2e4058021-155-0,,主要展示了鞋子的不同款式和尺码选择，属于商品分类选项,e71de6e6-929e-46f5-9984-bee2e4058021-155,商品分类选项
e410d38c-a0c3-41f9-8ce6-3ad8c0273205-137-0,,主要展示了购买商品的颜色和规格选项（如白色），属于商品分类选项,e410d38c-a0c3-41f9-8ce6-3ad8c0273205-137,商品分类选项
f860e23d-74b9-4c83-aa08-0485a8a7e1a3-186-0,,主要展示了购买商品时的规格选择，如颜色（幻夜黑）和内存规格（12GB+256GB等），属于商品分类选项,f860e23d-74b9-4c83-aa08-0485a8a7e1a3-186,商品分类选项
0ec27e79-0856-4727-a9b0-643ddf537e8e-1223-0,退款页面,退款详情介面（上方显示），显示包括退款金额、退款原因、申请时间等信息，属于退款页面,0ec27e79-0856-4727-a9b0-643ddf537e8e-1223,退款页面
0ed8a210-faf0-42c6-9ec9-1f5551089204-1182-0,,显示退款成功的信息，包括退款时间、退款金额，属于退款页面,0ed8a210-faf0-42c6-9ec9-1f5551089204-1182,退款页面
1b2cc631-82cf-413d-b9f8-fce2d4fe7b84-1247-0,,退款详情介面，显示退款时间、退款金额，属于退款页面,1b2cc631-82cf-413d-b9f8-fce2d4fe7b84-1247,退款页面
1b93d38f-4ac6-4218-a6f5-a4297f2b496a-1212-0,,退款详情介面，主要显示退款相关信息，如退款时间、退款金额,1b93d38f-4ac6-4218-a6f5-a4297f2b496a-1212,退款页面
2ec26674-278f-49a3-ac05-d6d723891fa4-1158-0,,退款详情介面（上方显示），主要显示了退款总金额、退款原因、退款金额、申请时间等信息，这些都是典型的退款相关内容,2ec26674-278f-49a3-ac05-d6d723891fa4-1158,退款页面
4be4fbf3-025e-4004-be92-bb43a78fd4ff-1210-0,,退款详情介面，包含了退款的详细信息，例如退款金额、退款原因、申请时间等,4be4fbf3-025e-4004-be92-bb43a78fd4ff-1210,退款页面
6c098a4b-1700-4144-bb3c-a96c9be24478-1207-0,,显示了退款申请的详细信息，包括货物状态、退款原因、金额，以及相关的图片证据，这些都是典型的退款信息,6c098a4b-1700-4144-bb3c-a96c9be24478-1207,退款页面
8d4e7de8-2754-4895-937c-307a305f57c5-1226-0,,显示了退款成功的信息，包括退款金额、退款日期，这些都是典型的退款相关信息,8d4e7de8-2754-4895-937c-307a305f57c5-1226,退款页面
14cb57ec-3f82-4f26-b32c-955b5a374f9b-1153-0,,显示了一个购物应用的退款/售后页面，包含有关退款申请的状态和操作选项，如“撤销申请”、“修改申请”、“联系商家”等。这些元素表明该页面涉及退款信息,14cb57ec-3f82-4f26-b32c-955b5a374f9b-1153,退款页面
65d5cd48-93d9-4c3d-87a6-521206480832-1221-0,,图片主要包含 了“退款”字样，并且显示了相关的日期和时间，这通常是退款信息的一部分,65d5cd48-93d9-4c3d-87a6-521206480832-1221,退款页面
67aae9c0-4a9f-4dbd-9bc5-79a398e5a7b6-1175-0,,包含退款成功的信息、退款时间、退款金额等详细内容，这些都是典型的退款相关信息,67aae9c0-4a9f-4dbd-9bc5-79a398e5a7b6-1175,退款页面
70aeecff-efd0-4364-a387-f6273f2690c1-1189-0,,退款纪录页面，显示了多笔交易的退款记录。每笔交易旁边都有“有退款”字样，并标明退款已退至某个月份的账单，属于退款相关的页面,70aeecff-efd0-4364-a387-f6273f2690c1-1189,退款页面
84bb7b49-e6c6-4787-90f4-a21694182fb8-1239-0,,退款详情介面，显示了包括退款关闭的时间、退款原因（发货速度不满意）、退款金额、申请时间，这些信息都是典型的退款页面内容,84bb7b49-e6c6-4787-90f4-a21694182fb8-1239,退款页面
126d9849-1f6c-46e1-8093-ca45073df553-1151-0,,显示了退款的相关信息，包括退款金额（7478.00元）、退款原因（交易风险）、以及商家同意退款的记录，属于退款页面,126d9849-1f6c-46e1-8093-ca45073df553-1151,退款页面
0788a701-765c-43f0-8e40-95d55e53f181-1240-0,,售后详情页面，主要显示了退款成功的信息，包括退款金额、退款方式（支付宝余额），属于退款页面,0788a701-765c-43f0-8e40-95d55e53f181-1240,退款页面
65515eb4-6e8e-46e2-bbd0-347174dcb7f3-1230-0,,退款详情页，包括退款金额、申请时间和退款编号等信息，属于退款页面,65515eb4-6e8e-46e2-bbd0-347174dcb7f3-1230,退款页面
84337d85-1c8b-4d13-a1bf-10c91e48cec9-1232-0,,退款/售后页面，显示了多笔订单的退款信息，包括退款金额和退款成功的状态，属于退款页面,84337d85-1c8b-4d13-a1bf-10c91e48cec9-1232,退款页面
85966e97-9e73-4e30-809d-8980e234714e-1201-0,,退款/售后页面，显示了多笔订单的退款信息，包括退款金额等，这些元素都是典型的退款页面特征,85966e97-9e73-4e30-809d-8980e234714e-1201,退款页面
720070e3-838a-493d-863f-81a1c8a0cf82-1213-0,,显示了退款成功的通知、退款金额、退款原因（不想要了）以及相关商品信息。这些元素都是典型的退款信息,720070e3-838a-493d-863f-81a1c8a0cf82-1213,退款页面
a40cca65-5046-43b7-a3e6-0ded8a9dbd6b-1217-0,,显示了退款申请的详细信息，包括退款金额、退款原因和描述，以及退款成功的通知。这些元素都是典型的退款页面内容,a40cca65-5046-43b7-a3e6-0ded8a9dbd6b-1217,退款页面
aa7f12a4-76ae-40e1-9016-4a9ba25da430-1218-0,,显示了商品退款信息，包括商品名称、价格、以及可选的售后类型（维修和价保），属于退款页面,aa7f12a4-76ae-40e1-9016-4a9ba25da430-1218,退款页面
c3794fae-95dc-44cd-a616-4c0cf80a5eda-1195-0,,显示了退款申请的相关信息，包括服务类型、退款原因、退款金额、退货方式和上门时间等细节，这些都是典型的退款流程中会出现的内容,c3794fae-95dc-44cd-a616-4c0cf80a5eda-1195,退款页面
d2340b32-ebe2-44d5-954d-08fa9f876ebc-1197-0,,显示了退款成功的信息，包括退款金额、退款原因、交易详情等，这些都是典型的退款相关内容,d2340b32-ebe2-44d5-954d-08fa9f876ebc-1197,退款页面
d2905f57-12ef-448b-b3af-8090cf3a453c-1178-0,,显示了多笔退款相关信息，包括退款金额、退款状态，这些元素都是典型的退款页面特征,d2905f57-12ef-448b-b3af-8090cf3a453c-1178,退款页面
e5163c26-fd49-4623-af0f-1921dbff96e6-1220-0,,显示了退款信息，包括商品图片、退款原因（假冒品牌）、申请时间和退款金额等，属于退款页面,e5163c26-fd49-4623-af0f-1921dbff96e6-1220,退款页面
01f51fcf-81fd-4cb1-9ea9-3a39f15ee2cd-2192-0,,显示的是微信快递服务的界面，而不是淘宝或菜鸟等应用程序，属于外部APP截图,01f51fcf-81fd-4cb1-9ea9-3a39f15ee2cd-2192,外部APP截图
3bb68422-0c21-469c-94a5-ef8a82ff1c64-2262-0,,显示京东物流的快递追踪信息，而不是来自淘宝或菜鸟的应用程序，属于外部APP截图,3bb68422-0c21-469c-94a5-ef8a82ff1c64-2262,外部APP截图
5eb2a675-ad16-4100-9ca4-85c4438e9b89-2188-0,,来自一个社交媒体或新闻应用的截图，显示了新闻报导的内容和用户互动数据。它不属于淘宝或菜鸟APP，属于外部APP截图,5eb2a675-ad16-4100-9ca4-85c4438e9b89-2188,外部APP截图
6b514b95-87e8-4fde-9743-c910303b951c-2186-0,,手机通话记录截图，属于手机系统的界面，不属于淘宝或菜鸟APP,6b514b95-87e8-4fde-9743-c910303b951c-2186,外部APP截图
6e160286-525a-440b-900d-10821a889107-2187-0,,显示的是一个手机系统的双重认证界面，而不是来自于淘宝或菜鸟应用程序，属于外部APP截图,6e160286-525a-440b-900d-10821a889107-2187,外部APP截图
06ff5113-1a9b-4f2f-ade3-fda05b62a785-2229-0,,显示了一个手机应用程序的界面，这些特征通常出现在社交媒体或短视频平台的截图中，不属于淘宝或菜鸟APP,06ff5113-1a9b-4f2f-ade3-fda05b62a785-2229,外部APP截图
8aea813f-1df5-439c-9c4f-d549a0f1cffb-2191-0,,显示了百度应用的快递查询介面，而不是来自于淘宝或菜鸟的应用,8aea813f-1df5-439c-9c4f-d549a0f1cffb-2191,外部APP截图
16a4a2fb-71bb-421e-b517-138299f38718-2179-0,,显示的是手机系统的设置界面，包含了关于手机的详细信息，不来自于淘宝或菜鸟应用程序,16a4a2fb-71bb-421e-b517-138299f38718-2179,外部APP截图
67f95dc2-70d6-4006-9873-a048ced0f00d-2204-0,,微信支付的通知界面，这是非淘宝或菜鸟的应用程式截图,67f95dc2-70d6-4006-9873-a048ced0f00d-2204,外部APP截图
71cfa0b3-a184-4844-b223-adc281321cca-2249-0,,显示了一个应用程序介面，包含了摄像头画面、功能按钮和设置选项，这些元素通常出现在非购物或物流类的应用程式中，不来自于淘宝或菜鸟应用程序,71cfa0b3-a184-4844-b223-adc281321cca-2249,外部APP截图
79fd6d48-5c97-460f-8c98-4338cebc9a22-2225-0,,这张图是来自一个社交媒体或购物平台的截图，显示了一个关于淘宝88VIP生日礼物的帖子。由于这不是淘宝或菜鸟APP的界面，而是其他平台的内容，因此，属于外部APP截图,79fd6d48-5c97-460f-8c98-4338cebc9a22-2225,外部APP截图
353a679f-a540-4843-a7cc-de692543d2ef-2171-0,,显示的是微信快递服务的界面，而非淘宝或菜鸟APP,353a679f-a540-4843-a7cc-de692543d2ef-2171,外部APP截图
475b1ccc-6029-40f1-a70f-5091ca5ab1d9-2172-0,,显示的是一个非淘宝或菜鸟的应用程序的物流信息界面,475b1ccc-6029-40f1-a70f-5091ca5ab1d9-2172,外部APP截图
536dc81a-877f-4cad-aa6c-c5005e2edb59-2216-0,,显示的是一个非淘宝或菜鸟的应用程序的物流信息界面,536dc81a-877f-4cad-aa6c-c5005e2edb59-2216,外部APP截图
3664c91d-2d56-4a21-8c69-8d24d71b174e-2199-0,,显示一个不来自于淘宝或菜鸟APP的支付成功界面,3664c91d-2d56-4a21-8c69-8d24d71b174e-2199,外部APP截图
12898366-4375-405a-98d9-6ec0e1532d06-2259-0,,银行交易的截图，而不是淘宝或菜鸟应用程序，因此，属于外部APP截图,12898366-4375-405a-98d9-6ec0e1532d06-2259,外部APP截图
a75e2696-a266-4904-afb5-b3583078d5a2-2234-0,,截图不是直接来自淘宝或菜鸟应用,a75e2696-a266-4904-afb5-b3583078d5a2-2234,外部APP截图
b5a951b7-15d7-4a22-96c0-13a06420043d-2263-0,,手机短信界面的截图，不是来自淘宝或菜鸟应用程序,b5a951b7-15d7-4a22-96c0-13a06420043d-2263,外部APP截图
b5d6fe6c-fba7-4cb0-a7ae-d922aaf56d0e-2231-0,,显示的是一个类似于京东或拼多多的购物应用的界面，而不是淘宝或菜鸟的应用，属于外部APP截图,b5d6fe6c-fba7-4cb0-a7ae-d922aaf56d0e-2231,外部APP截图
bbd1aef4-193f-481a-8410-3b28f56807a9-2213-0,,微信快递服务，非淘宝或菜鸟的应用程序截图,bbd1aef4-193f-481a-8410-3b28f56807a9-2213,外部APP截图
bc16a906-d894-41c9-80b8-96a4b4045413-2236-0,,百度查询介面，显示圆通速递的查询截图，不是淘宝或菜鸟的应用,bc16a906-d894-41c9-80b8-96a4b4045413-2236,外部APP截图
c97adccc-3cd7-43ed-8e0e-0d20d43b9540-2200-0,,显示了一个支付或转账的界面，通常来自于支付应用或银行应用，而非淘宝或菜鸟平台的应用,c97adccc-3cd7-43ed-8e0e-0d20d43b9540-2200,外部APP截图
d44fdf62-d464-4774-a487-b96eb32363a4-2261-0,,显示了一个购物平台的界面，介面特征不是淘宝或菜鸟平台的界面，属于外部APP截图,d44fdf62-d464-4774-a487-b96eb32363a4-2261,外部APP截图
e99cc37c-fd38-4093-8bd8-7e8cbd7951bd-2246-0,,微信快递服务的截图，非淘宝或菜鸟应用的截图,e99cc37c-fd38-4093-8bd8-7e8cbd7951bd-2246,外部APP截图
f6dd31eb-b4be-4b9e-87d1-825a7395383a-2230-0,,非来自淘宝或菜鸟APP的购物应用程序界面,f6dd31eb-b4be-4b9e-87d1-825a7395383a-2230,外部APP截图
fb5c3677-896a-4ee2-af85-93efd9006868-2232-0,,显示一个非来自淘宝或菜鸟应用程序快递查询界面,fb5c3677-896a-4ee2-af85-93efd9006868-2232,外部APP截图
fe2871dc-954b-43c7-bfca-13f8c3e5fab8-2183-0,,非来自淘宝或菜鸟应用程序的对话纪录,fe2871dc-954b-43c7-bfca-13f8c3e5fab8-2183,外部APP截图
0ba17b19-944a-40f3-99f5-68ba51e555a1-2106-0,平台介入页面,平台介入详情介面，显示平台客服正在处理的状态，并提供了预计完成时间，这些都是平台介入处理过程中的常见元素,0ba17b19-944a-40f3-99f5-68ba51e555a1-2106,平台介入页面
0bdc3087-b7c2-4701-9954-7a7ac4cba818-2113-0,,显示平台介入处理订单的过程，包括催发货的进度和平台客服的处理记录，这些都是平台介入的典型特征,0bdc3087-b7c2-4701-9954-7a7ac4cba818-2113,平台介入页面
2f50d539-d6fe-45d5-80d8-dc5fffc0db89-2094-0,,平台介入详情页面，显示了平台客服介入处理的进度和细节，包括退货申请、取件时间调整等信息，这些都是平台介入处理的常见内容,2f50d539-d6fe-45d5-80d8-dc5fffc0db89-2094,平台介入页面
6a53ce29-c094-4421-8fbe-8d516f2d0254-2134-0,,显示了平台客服已经介入处理的状态,6a53ce29-c094-4421-8fbe-8d516f2d0254-2134,平台介入页面
8dbaf4d1-bda0-4e8b-8211-c0005d639f0f-2142-0,,平台介入详情页面，显示了平台客服介入处理的进度和相关信息,8dbaf4d1-bda0-4e8b-8211-c0005d639f0f-2142,平台介入页面
63c96839-3860-4851-9f8d-67453edfa297-2110-0,,平台介入详情页面截图，显示了平台客服正在加急处理的通知，这些都是平台介入处理的典型特征 ,63c96839-3860-4851-9f8d-67453edfa297-2110,平台介入页面
993d380c-36ec-4c9b-b815-ce10a57fcb4b-2156-0,,催发货页面，显示了平台介入处理的进度，包括订单退款成功的通知和客服处理的详细过程，属于平台介入页面,993d380c-36ec-4c9b-b815-ce10a57fcb4b-2156,平台介入页面
53175fac-4bfb-4746-92b4-74b7d1034503-2155-0,,显示了平台客服介入处理的过程，包括申诉请求、分配处理时间和退款信息等细节，属于平台介入页面类别,53175fac-4bfb-4746-92b4-74b7d1034503-2155,平台介入页面
102547f3-6924-4737-b62f-86abb80a8327-2111-0,,显示了平台客服已经介入并处理了发货问题的过程，属于平台介入页面类别,102547f3-6924-4737-b62f-86abb80a8327-2111,平台介入页面
5952745b-40b3-4948-b228-d1805cd17d31-2093-0,,催发货进度介面，显示了平台客服正在处理的介入详情，属于平台介入页面,5952745b-40b3-4948-b228-d1805cd17d31-2093,平台介入页面
90545848-670d-41b8-a399-881d921bcdca-2136-0,,平台介入详情页面,90545848-670d-41b8-a399-881d921bcdca-2136,平台介入页面
c00e6fe3-d61a-4ae0-a958-61cd38fe2cfe-2116-0,,显示了一个进度页面，包含平台介入处理的内容，属于平台介入页面,c00e6fe3-d61a-4ae0-a958-61cd38fe2cfe-2116,平台介入页面
c0f18aba-a1d6-4a74-b77c-13294e469ea4-2140-0, ,显示了一个平台介入处理的页面，因为它包含了投诉信息和平台对卖家的处理说明，提到卖家存在违约行为，并且平台正在处理相关问题，这符合平台客服介入处理的情况,c0f18aba-a1d6-4a74-b77c-13294e469ea4-2140,平台介入页面
ce21e90b-a7c3-4cd6-b6a2-faac51f4d778-2115-0,,显示了平台客服正在处理退款问题的进度详情。图中有关于客服加急处理的通知和催促记录，这些都是平台介入处理的典型特征,ce21e90b-a7c3-4cd6-b6a2-faac51f4d778-2115,平台介入页面
d4d2f596-6276-4cc5-a86f-87ff17ae9814-2161-0,,显示包裹揽收的相关进度，当物流问题未在约定时间内解决，平台会主动介入处理揽收，因此，图片属于平台介入页,d4d2f596-6276-4cc5-a86f-87ff17ae9814-2161,平台介入页面
e52bdf0e-cc38-4a9b-9777-6e3a3fda5aaa-2125-0,,显示了一个退款/售后的界面，其中提到“客服小二介入处理中”，这表明平台客服正在处理相关问题，属于平台介入页面,e52bdf0e-cc38-4a9b-9777-6e3a3fda5aaa-2125,平台介入页面
1c9ca951-246b-4774-9cc6-c4e49fbaf50a-2010-0,投诉举报页面,显示了有关投诉的详细信息，包括被投诉企业的信息、投诉的详细情况、消费金额、投诉问题类型以及投诉内容等。这些元素都是典型的投诉或举报页面的特征,1c9ca951-246b-4774-9cc6-c4e49fbaf50a-2010,投诉举报页面
03ab7593-a6dc-40ed-b2e0-176f70c57994-2006-0,,显示了用户可以对卖家进行投诉的选项，并且有“申请投诉”按钮，这表明用户正在查看或处理与购买商品相关的问题，属于投诉举报页面,03ab7593-a6dc-40ed-b2e0-176f70c57994-2006,投诉举报页面
3ae1717d-a9fe-47af-924b-36f009b4efc2-2089-0,,显示了有关投诉的详细信息，这些都是典型的投诉或举报页面信息，属于投诉举报页面,3ae1717d-a9fe-47af-924b-36f009b4efc2-2089,投诉举报页面
4c0c7992-3599-4e12-8132-ccdeeacba397-2066-0,,投诉详情介面，显示了投诉的详细进度，属于投诉举报页面,4c0c7992-3599-4e12-8132-ccdeeacba397-2066,投诉举报页面
5d8ace75-ce64-4db9-b6ba-d7dd5db1909d-2087-0,,显示了用户对电商平台的投诉详情，属于投诉举报页面,5d8ace75-ce64-4db9-b6ba-d7dd5db1909d-2087,投诉举报页面
7a99ac5a-01ff-435f-be86-2efbb8af49c2-2048-0,,显示了投诉处理结果的详细信息，包括平台客服的判决、赔偿金额、投诉成立的原因（虚假发货），以及相关的商品和订单信息。这些元素都是典型的投诉或举报处理界面特征,7a99ac5a-01ff-435f-be86-2efbb8af49c2-2048,投诉举报页面
8e745837-7749-4f39-afd0-82f7977ded8d-2074-0,,显示了一个投诉处理的进度，包含投诉判决，投诉成立，属于投诉举报页面,8e745837-7749-4f39-afd0-82f7977ded8d-2074,投诉举报页面
23dc015d-abbc-4321-9c92-1a8145ef4c5e-2051-0,,显示了用户对交易的投诉结果，包括满意度评价选项、举报详情、交易方式、资金损失等信息，这些都是典型的投诉或举报界面元素,23dc015d-abbc-4321-9c92-1a8145ef4c5e-2051,投诉举报页面
67f831cb-eed7-40b8-978a-737f47bb4ca6-2056-0,,显示了用户在平台上提交的举报详情，包括举报时间、损失金额、事件过程等信息，这些都是典型的投诉或举报内容,67f831cb-eed7-40b8-978a-737f47bb4ca6-2056,投诉举报页面
80c279c3-dd7e-460a-89e8-d31ff835c77f-2058-0,,显示了用户对卖家的投诉进度详情，包括卖家拒绝履行承诺的情况，属于投诉举报页面,80c279c3-dd7e-460a-89e8-d31ff835c77f-2058,投诉举报页面
088ccad5-f34e-4910-9496-0c1f04e3a954-2033-0,,投诉详情介面，显示了投诉处理的结果，包括平台的判决、赔偿金额，以及投诉的具体信息，属于投诉举报页面,088ccad5-f34e-4910-9496-0c1f04e3a954-2033,投诉举报页面
892eb5d1-922f-4aee-9c20-5fa5a91fcc85-2014-0,,显示了举报的详细信息，包括举报编号、时间、违规类型、事件过程等内容，属于投诉举报页面,892eb5d1-922f-4aee-9c20-5fa5a91fcc85-2014,投诉举报页面
973a8639-e484-4602-8e5d-61c5354d2d8a-1999-0,,显示了用户对卖家的投诉信息，包括投诉原因、平台客服的处理结果，以及退款金额等细节，属于投诉举报页面,973a8639-e484-4602-8e5d-61c5354d2d8a-1999,投诉举报页面
2931d195-fed5-4ea7-8c90-8b14e6aff083-2091-0,,显示一个投诉成立的页面，属于投诉举报页面,2931d195-fed5-4ea7-8c90-8b14e6aff083-2091,投诉举报页面
8238b586-5f58-4506-bd52-7f173569ae67-2085-0,,图中显示了“撤诉”按钮，这通常出现在用户进行投诉或举报的界面,8238b586-5f58-4506-bd52-7f173569ae67-2085,投诉举报页面
220448c7-4a32-4f2a-933d-a00acd303f5b-2080-0,,投诉详情介面，显示了投诉的详细进度,220448c7-4a32-4f2a-933d-a00acd303f5b-2080,投诉举报页面
702302ea-ddc6-4fef-b856-2d7cddd80771-2023-0,,显示了用户对卖家的投诉详情，包括投诉原因（缺货/发不了货/拒绝发货）和平台的处理结果（退款47.64元）。这些信息通常出现在投诉或纠纷解决的界面中,702302ea-ddc6-4fef-b856-2d7cddd80771-2023,投诉举报页面
4152668e-f897-42f2-ab94-75cc545d96d0-2022-0,,投诉详情介面，显示了投诉的详细进度，属于投诉举报页面,4152668e-f897-42f2-ab94-75cc545d96d0-2022,投诉举报页面
a6d644d8-de53-4262-a15d-993eb8af76c1-2001-0,,投诉详情介面，显示了投诉的详细进度，属于投诉举报页面,a6d644d8-de53-4262-a15d-993eb8af76c1-2001,投诉举报页面
bac98933-9787-47f0-8217-9900384e754a-2038-0,,投诉详情介面，显示了投诉的详细进度，属于投诉举报页面,bac98933-9787-47f0-8217-9900384e754a-2038,投诉举报页面
c83e0f70-0f36-422e-97bb-fc9c9a1fb18a-2008-0,,显示了用户对卖家的投诉处理进度，属于投诉举报页面,c83e0f70-0f36-422e-97bb-fc9c9a1fb18a-2008,投诉举报页面
c225fe7f-c2de-4af0-abc7-3f5b717cc7b7-2025-0,,显示了一个投诉处理进度的界面，包含了关于缺货或拒绝发货的投诉信息，属于投诉举报页面,c225fe7f-c2de-4af0-abc7-3f5b717cc7b7-2025,投诉举报页面
